"PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8"
-1.71315232089016,-1.42156931184894,-1.26405689946553,1.75612631125769,0.46302858822501,-0.253371033911548,0.309299288095204,-0.26511409604167
-1.71315232089016,-1.42156931184894,-1.26405689946553,1.75612631125769,0.46302858822501,-0.253371033911548,0.309299288095204,-0.26511409604167
-0.460342185706807,-1.58356777757258,0.263952374826365,0.933185061774615,0.361406686827077,1.4798961832218,-1.62427716983072,-0.277323850622635
-0.493872067773511,-0.428122764846304,1.16873467459179,0.374468215879841,1.60551134198736,2.0248154208751,0.924807433950548,-0.741714283803943
0.447436053100154,0.588258375141818,-0.852715129815718,-2.01784973958684,-0.640159189174023,0.470642821089761,-0.75580500062955,-0.442711009433808
-1.29492858424475,0.461223653496234,-0.487214834338475,-1.55236253527034,1.24392634370557,0.954184369748961,-0.651733576173522,-2.41849447824622
0.645447006291578,-2.39645019214943,0.0188061210795597,-0.283138290468936,0.266971094352412,2.02568491191994,-1.09680572127757,0.538233715615445
0.645447006291578,-2.39645019214943,0.0188061210795597,-0.283138290468936,0.266971094352412,2.02568491191994,-1.09680572127757,0.538233715615445
-1.28623276322171,-0.699358523582223,-2.68043854248061,0.176003573263198,0.258468353437476,-0.33720022695818,-0.770010067936856,-0.505175242267235
0.476520447402327,2.06169590210766,-2.35055252441968,-1.14983016094957,1.75414130761862,0.407363113382918,-0.241505864840613,1.12349255763375
0.412630791549028,-1.28065129830122,-0.0184928729791467,-1.26045296546846,-1.36001120514332,1.81022590172707,0.0327255263230299,0.202573432720953
0.645138974848206,-0.132365713673891,-2.0863981087193,-1.8663522769221,0.425598985642117,0.849309331484463,1.74672463199858,0.943744880813172
0.645138974848206,-0.132365713673891,-2.0863981087193,-1.8663522769221,0.425598985642117,0.849309331484463,1.74672463199858,0.943744880813172
0.412630791549028,-1.28065129830122,-0.0184928729791467,-1.26045296546846,-1.36001120514332,1.81022590172707,0.0327255263230299,0.202573432720953
-1.84692043977291,-0.124361735408132,-1.92584005023315,0.342890058614034,0.638388973668283,-2.02587075961405,0.311986997098069,0.451703920140751
0.231584924987296,-0.596358815794826,-2.59039273930568,1.00503625041475,0.509284858754438,0.833879543600706,-0.381481168276992,-0.533386870819816
-0.925321031149337,-2.78468507010542,-1.75396764661898,-0.895663892669665,0.382318150744054,1.60236925049121,0.554696904242663,-0.396523354725967
-0.280105349376345,-2.00419999288028,-2.08105232307704,0.537923653909786,-1.31460036000473,1.53818048059112,1.17691648573357,0.852733558476322
1.11884407432857,-0.0507583594821543,-2.87040662593337,0.341452232183249,1.30160189704514,-0.0641193797208601,-0.0720564496147913,0.402013110740152
-0.280105349376345,-2.00419999288028,-2.08105232307704,0.537923653909786,-1.31460036000473,1.53818048059112,1.17691648573357,0.852733558476322
1.72322921495886,-2.19457660109886,-1.29714175319546,-1.60471870734183,-1.43908468117383,0.0909135602515355,0.146627917047589,0.893749201367869
-2.52405929138699,-1.51215801310961,0.709574980004443,-0.33099802674898,-1.15614567514311,1.16009871586788,0.754148655024018,-0.624058733634576
-0.741325599250891,-2.79839817524417,-0.135671581812454,-0.831567660614421,0.171650434757198,1.8947361435778,-0.0356665064856646,-0.834804751760081
0.44724975999449,0.0491221681678414,-2.17032088588886,1.30938455887935,0.843710037800953,0.622842056927929,-0.16486270778554,0.201877778001416
-0.0854141592375358,-2.21244677411763,-1.50692368155638,-1.74243356432811,-0.470179175373748,1.05081964689219,0.369297401891594,-0.473625073352715
-0.656416969859379,-2.07505877166775,-2.0800476274612,-2.34249053662696,-0.355660235251036,0.65361201655475,0.511728756998046,-0.822730226748459
-0.741325599250891,-2.79839817524417,-0.135671581812454,-0.831567660614421,0.171650434757198,1.8947361435778,-0.0356665064856646,-0.834804751760081
0.44724975999449,0.0491221681678414,-2.17032088588886,1.30938455887935,0.843710037800953,0.622842056927929,-0.16486270778554,0.201877778001416
0.59857484683012,-0.409511095443775,-0.889453880757167,-2.20527951121724,-1.54094009212418,0.826286393391289,0.535497418802279,0.375098667857704
